food_id,disease_id,related
food_0,disease_647,0
food_0,disease_94,0
food_0,disease_857,0
food_0,disease_1166,0
food_0,disease_1025,0
food_0,disease_1442,0
food_0,disease_885,0
food_0,disease_520,0
food_0,disease_390,0
food_0,disease_536,0
food_0,disease_1393,0
food_0,disease_76,0
food_0,disease_1320,0
food_0,disease_948,0
food_0,disease_1375,0
food_0,disease_517,0
food_0,disease_854,0
food_0,disease_612,0
food_0,disease_400,0
food_0,disease_1119,0
food_0,disease_832,0
food_0,disease_1276,0
food_0,disease_890,0
food_0,disease_1389,0
food_0,disease_514,0
food_0,disease_260,0
food_0,disease_227,0
food_0,disease_1023,0
food_0,disease_598,0
food_0,disease_1160,1
food_0,disease_256,0
food_0,disease_1052,0
food_0,disease_1250,0
food_0,disease_652,0
food_0,disease_976,0
food_0,disease_1418,0
food_0,disease_1469,0
food_0,disease_836,0
food_0,disease_1412,0
food_0,disease_1341,0
food_0,disease_105,0
food_0,disease_31,0
food_0,disease_820,0
food_0,disease_566,0
food_0,disease_1045,0
food_0,disease_633,0
food_0,disease_1327,0
food_0,disease_1274,0
food_0,disease_1372,0
food_0,disease_1115,0
food_0,disease_912,0
food_0,disease_41,0
food_0,disease_1234,0
food_0,disease_886,1
food_0,disease_205,0
food_0,disease_253,0
food_0,disease_763,1
food_0,disease_165,0
food_0,disease_38,0
food_0,disease_1474,0
food_0,disease_129,0
food_0,disease_1428,0
food_0,disease_1271,0
food_0,disease_228,0
food_0,disease_190,0
food_0,disease_848,0
food_0,disease_1326,0
food_0,disease_1316,0
food_0,disease_80,0
food_0,disease_1280,0
food_0,disease_397,0
food_0,disease_1438,0
food_0,disease_134,0
food_0,disease_441,0
food_0,disease_415,0
food_0,disease_1195,0
food_0,disease_578,0
food_0,disease_1056,0
food_0,disease_1041,0
food_0,disease_363,0
food_0,disease_771,0
food_0,disease_1311,0
food_0,disease_248,0
food_0,disease_1073,0
food_0,disease_1090,0
food_0,disease_870,0
food_0,disease_828,0
food_0,disease_528,0
food_0,disease_1397,0
food_0,disease_461,0
food_0,disease_534,0
food_0,disease_980,0
food_0,disease_1204,0
food_0,disease_1313,1
food_0,disease_1306,0
food_0,disease_184,0
food_0,disease_1385,0
food_0,disease_444,0
food_0,disease_448,0
food_0,disease_941,0
food_0,disease_657,0
food_0,disease_460,0
food_0,disease_823,0
food_0,disease_10,1
food_0,disease_1011,0
food_0,disease_1142,0
food_0,disease_846,0
food_0,disease_1283,0
food_0,disease_1478,0
food_0,disease_556,0
food_0,disease_1213,0
food_0,disease_744,0
food_0,disease_478,0
food_0,disease_312,0
food_0,disease_355,0
food_0,disease_83,0
food_0,disease_1049,0
food_0,disease_583,0
food_0,disease_1400,0
food_0,disease_1107,1
food_0,disease_1277,0
food_0,disease_393,0
food_0,disease_4,1
food_0,disease_773,0
food_0,disease_716,0
food_0,disease_429,0
food_0,disease_1421,0
food_0,disease_778,0
food_0,disease_1360,0
food_0,disease_480,1
food_0,disease_704,0
food_0,disease_1344,0
food_0,disease_1241,0
food_0,disease_640,0
food_0,disease_586,0
food_0,disease_887,0
food_0,disease_1361,0
food_0,disease_924,0
food_0,disease_580,0
food_0,disease_220,0
food_0,disease_1318,0
food_0,disease_237,0
food_0,disease_161,0
food_0,disease_347,0
food_0,disease_1149,0
food_0,disease_362,0
food_0,disease_1278,0
food_0,disease_648,0
food_0,disease_673,0
food_0,disease_860,0
food_0,disease_696,0
food_0,disease_352,0
food_0,disease_1113,0
food_0,disease_641,1
food_0,disease_549,0
food_0,disease_286,0
food_0,disease_346,0
food_0,disease_1351,0
food_0,disease_1450,0
food_0,disease_671,0
food_0,disease_757,0
food_0,disease_884,0
food_0,disease_409,0
food_0,disease_12,0
food_0,disease_1216,0
food_0,disease_343,0
food_0,disease_43,0
food_0,disease_742,0
food_0,disease_1294,0
food_0,disease_446,0
food_0,disease_876,0
food_0,disease_940,0
food_0,disease_603,0
food_0,disease_901,0
food_0,disease_1212,0
food_0,disease_963,0
food_0,disease_428,0
food_0,disease_801,0
food_0,disease_1164,0
food_0,disease_510,0
food_0,disease_949,0
food_0,disease_552,0
food_0,disease_1173,1
food_0,disease_140,0
food_0,disease_818,0
food_0,disease_130,0
food_0,disease_473,0
food_0,disease_899,0
food_0,disease_122,0
food_0,disease_1196,0
food_0,disease_1362,0
food_0,disease_1262,0
food_0,disease_408,1
food_0,disease_659,0
food_0,disease_1057,0
food_0,disease_1332,0
food_0,disease_1171,0
food_0,disease_172,0
food_0,disease_724,0
food_0,disease_1121,0
food_0,disease_1270,0
food_0,disease_449,0
food_0,disease_442,0
food_0,disease_194,0
food_0,disease_29,0
food_0,disease_685,0
food_0,disease_123,0
food_0,disease_303,0
food_0,disease_334,0
food_0,disease_903,0
food_0,disease_551,0
food_0,disease_1334,0
food_0,disease_918,0
food_0,disease_1429,0
food_0,disease_1004,0
food_0,disease_1426,0
food_0,disease_65,0
food_0,disease_14,0
food_0,disease_1248,0
food_0,disease_476,0
food_0,disease_13,0
food_0,disease_440,0
food_0,disease_1047,0
food_0,disease_911,0
food_0,disease_1000,0
food_0,disease_391,0
food_0,disease_624,0
food_0,disease_610,0
food_0,disease_1165,0
food_0,disease_1109,0
food_0,disease_989,0
food_0,disease_1012,0
food_0,disease_1348,0
food_0,disease_937,0
food_0,disease_1,0
food_0,disease_1446,0
food_0,disease_558,0
food_0,disease_715,0
food_0,disease_1380,0
food_0,disease_110,0
food_0,disease_325,0
food_0,disease_735,0
food_0,disease_317,0
food_0,disease_1062,0
food_0,disease_259,0
food_0,disease_1309,0
food_0,disease_691,0
food_0,disease_1330,0
food_0,disease_1211,0
food_0,disease_579,0
food_0,disease_217,0
food_0,disease_456,1
food_0,disease_1072,0
food_0,disease_495,0
food_0,disease_845,0
food_0,disease_816,0
food_0,disease_357,0
food_0,disease_548,0
food_0,disease_775,0
food_0,disease_956,0
food_0,disease_1382,0
food_0,disease_909,0
food_0,disease_214,0
food_0,disease_930,0
food_0,disease_1028,0
food_0,disease_1055,0
food_0,disease_504,0
food_0,disease_759,0
food_0,disease_294,0
food_0,disease_762,0
food_0,disease_1254,0
food_0,disease_508,0
food_0,disease_745,0
food_0,disease_593,0
food_0,disease_1297,0
food_0,disease_1300,0
food_0,disease_755,0
food_0,disease_668,0
food_0,disease_55,0
food_0,disease_1155,0
food_0,disease_891,0
food_0,disease_966,0
food_0,disease_368,0
food_0,disease_1460,0
food_0,disease_957,0
food_0,disease_1378,0
food_0,disease_805,0
food_0,disease_961,0
food_0,disease_999,0
food_0,disease_643,0
food_1,disease_76,0
food_1,disease_899,0
food_1,disease_643,0
food_1,disease_805,0
food_1,disease_1378,0
food_1,disease_957,0
food_1,disease_1460,1
food_1,disease_368,1
food_1,disease_966,0
food_1,disease_891,1
food_1,disease_1155,0
food_1,disease_55,0
food_1,disease_999,0
food_1,disease_668,0
food_1,disease_1300,1
food_1,disease_1297,0
food_1,disease_593,0
food_1,disease_745,0
food_1,disease_508,0
food_1,disease_1254,0
food_1,disease_762,0
food_1,disease_294,1
food_1,disease_759,0
food_1,disease_504,0
food_1,disease_961,1
food_1,disease_325,0
food_1,disease_1055,0
food_1,disease_1028,0
food_1,disease_1382,0
food_1,disease_956,0
food_1,disease_775,0
food_1,disease_548,0
food_1,disease_357,1
food_1,disease_816,1
food_1,disease_845,1
food_1,disease_495,0
food_1,disease_1072,0
food_1,disease_456,1
food_1,disease_217,0
food_1,disease_579,0
food_1,disease_1211,1
food_1,disease_1330,1
food_1,disease_691,0
food_1,disease_1309,1
food_1,disease_259,1
food_1,disease_1062,0
food_1,disease_317,0
food_1,disease_735,0
food_1,disease_214,0
food_1,disease_755,1
food_1,disease_930,1
food_1,disease_110,0
food_1,disease_391,1
food_1,disease_1446,0
food_1,disease_1,0
food_1,disease_937,1
food_1,disease_1348,0
food_1,disease_1012,0
food_1,disease_989,0
food_1,disease_1109,0
food_1,disease_1165,0
food_1,disease_610,1
food_1,disease_715,0
food_1,disease_624,0
food_1,disease_1000,1
food_1,disease_911,0
food_1,disease_1047,0
food_1,disease_440,0
food_1,disease_13,0
food_1,disease_476,0
food_1,disease_1248,0
food_1,disease_14,0
food_1,disease_65,0
food_1,disease_1426,0
food_1,disease_558,1
food_1,disease_1004,1
food_1,disease_1429,1
food_1,disease_918,0
food_1,disease_551,0
food_1,disease_903,0
food_1,disease_334,0
food_1,disease_303,0
food_1,disease_123,0
food_1,disease_685,0
food_1,disease_29,0
food_1,disease_194,0
food_1,disease_442,1
food_1,disease_449,0
food_1,disease_909,1
food_1,disease_1270,0
food_1,disease_724,0
food_1,disease_172,0
food_1,disease_1171,0
food_1,disease_1332,0
food_1,disease_1057,0
food_1,disease_659,1
food_1,disease_408,1
food_1,disease_1262,1
food_1,disease_1362,0
food_1,disease_1334,0
food_1,disease_1121,0
food_1,disease_1196,0
food_1,disease_1380,1
food_1,disease_122,0
food_1,disease_140,0
food_1,disease_1173,1
food_1,disease_552,0
food_1,disease_949,1
food_1,disease_510,0
food_1,disease_1164,0
food_1,disease_801,0
food_1,disease_428,1
food_1,disease_473,0
food_1,disease_963,0
food_1,disease_901,0
food_1,disease_603,0
food_1,disease_940,0
food_1,disease_876,0
food_1,disease_446,1
food_1,disease_1294,0
food_1,disease_742,0
food_1,disease_43,0
food_1,disease_343,0
food_1,disease_1216,0
food_1,disease_580,0
food_1,disease_818,0
food_1,disease_130,0
food_1,disease_12,0
food_1,disease_409,1
food_1,disease_1450,0
food_1,disease_1351,0
food_1,disease_346,0
food_1,disease_286,0
food_1,disease_549,0
food_1,disease_641,1
food_1,disease_1113,0
food_1,disease_352,0
food_1,disease_696,0
food_1,disease_860,0
food_1,disease_1212,0
food_1,disease_673,0
food_1,disease_1278,0
food_1,disease_362,0
food_1,disease_1149,0
food_1,disease_347,0
food_1,disease_161,1
food_1,disease_237,1
food_1,disease_1318,0
food_1,disease_220,0
food_1,disease_757,0
food_1,disease_884,0
food_1,disease_648,0
food_1,disease_528,0
food_1,disease_924,0
food_1,disease_1478,0
food_1,disease_1241,0
food_1,disease_1344,0
food_1,disease_704,0
food_1,disease_480,1
food_1,disease_1360,0
food_1,disease_778,0
food_1,disease_1421,0
food_1,disease_429,0
food_1,disease_887,1
food_1,disease_716,0
food_1,disease_4,1
food_1,disease_393,0
food_1,disease_1277,0
food_1,disease_1107,1
food_1,disease_1400,0
food_1,disease_583,0
food_1,disease_1049,0
food_1,disease_83,0
food_1,disease_355,0
food_1,disease_312,0
food_1,disease_1361,0
food_1,disease_640,1
food_1,disease_586,0
food_1,disease_478,0
food_1,disease_744,0
food_1,disease_1283,0
food_1,disease_846,1
food_1,disease_1142,0
food_1,disease_1011,1
food_1,disease_10,1
food_1,disease_823,1
food_1,disease_460,0
food_1,disease_657,0
food_1,disease_941,0
food_1,disease_448,0
food_1,disease_773,0
food_1,disease_444,0
food_1,disease_184,0
food_1,disease_1306,1
food_1,disease_1313,1
food_1,disease_1204,0
food_1,disease_980,1
food_1,disease_534,0
food_1,disease_461,0
food_1,disease_1397,1
food_1,disease_556,0
food_1,disease_1213,0
food_1,disease_1385,0
food_1,disease_671,1
food_1,disease_828,0
food_1,disease_289,1
food_1,disease_1073,0
food_1,disease_248,0
food_1,disease_1311,0
food_1,disease_771,1
food_1,disease_363,0
food_1,disease_1041,0
food_1,disease_1056,1
food_1,disease_578,1
food_1,disease_1195,0
food_1,disease_415,0
food_1,disease_1090,1
food_1,disease_441,0
food_1,disease_1438,0
food_1,disease_397,0
food_1,disease_1280,0
food_1,disease_80,0
food_1,disease_1316,0
food_1,disease_1326,0
food_1,disease_848,0
food_1,disease_190,1
food_1,disease_228,0
food_1,disease_1428,1
food_1,disease_1271,0
food_1,disease_129,0
food_1,disease_38,0
food_1,disease_165,1
food_1,disease_763,1
food_1,disease_253,0
food_1,disease_205,0
food_1,disease_886,1
food_1,disease_1234,0
food_1,disease_41,0
food_1,disease_912,1
food_1,disease_1115,0
food_1,disease_1372,0
food_1,disease_1274,1
food_1,disease_1327,1
food_1,disease_633,0
food_1,disease_1045,0
food_1,disease_566,0
food_1,disease_820,0
food_1,disease_31,0
food_1,disease_105,0
food_1,disease_1341,1
food_1,disease_1412,0
food_1,disease_836,0
food_1,disease_1474,0
food_1,disease_1469,0
food_1,disease_134,0
food_1,disease_1418,0
food_1,disease_1250,0
food_1,disease_1052,0
food_1,disease_256,0
food_1,disease_1160,1
food_1,disease_598,0
food_1,disease_1023,0
food_1,disease_227,0
food_1,disease_260,0
food_1,disease_514,1
food_1,disease_1389,0
food_1,disease_652,0
food_1,disease_890,0
food_1,disease_832,0
food_1,disease_1119,0
food_1,disease_400,0
food_1,disease_612,1
food_1,disease_854,0
food_1,disease_517,0
food_1,disease_1375,0
food_1,disease_948,0
food_1,disease_1320,0
food_1,disease_1393,1
food_1,disease_536,1
food_1,disease_390,0
food_1,disease_520,1
food_1,disease_1276,0
food_1,disease_885,0
food_1,disease_1442,0
food_1,disease_1025,0
food_1,disease_1166,0
food_1,disease_857,0
food_1,disease_94,1
food_1,disease_647,1
food_1,disease_1076,1
food_1,disease_453,0
food_1,disease_252,1
food_1,disease_889,0
food_1,disease_1391,0
food_1,disease_774,0
food_1,disease_1388,1
food_1,disease_244,0
food_1,disease_794,0
food_1,disease_202,0
food_1,disease_1167,0
food_1,disease_962,0
food_1,disease_375,1
food_1,disease_434,1
food_1,disease_58,0
food_1,disease_976,0
food_1,disease_984,1
food_1,disease_1336,0
food_1,disease_1206,0
food_1,disease_1005,0
food_1,disease_725,1
food_1,disease_407,1
food_1,disease_327,0
food_1,disease_309,0
food_1,disease_1364,0
food_1,disease_1143,0
food_1,disease_399,0
food_1,disease_186,0
food_1,disease_1118,0
food_1,disease_173,0
food_1,disease_292,1
food_1,disease_30,0
food_1,disease_323,0
food_1,disease_573,0
food_1,disease_319,0
food_1,disease_60,0
food_1,disease_169,0
food_1,disease_341,0
food_1,disease_472,0
food_1,disease_1425,0
food_1,disease_353,0
food_1,disease_967,0
food_1,disease_847,1
food_1,disease_20,1
food_1,disease_1071,0
food_1,disease_125,0
food_1,disease_622,0
food_1,disease_1077,0
food_1,disease_790,0
food_1,disease_767,1
food_1,disease_271,0
food_1,disease_709,1
food_1,disease_314,0
food_1,disease_920,0
food_1,disease_79,0
food_1,disease_1228,0
food_1,disease_971,0
food_1,disease_1009,0
food_1,disease_1190,1
food_1,disease_388,1
food_1,disease_789,1
food_1,disease_600,0
food_1,disease_1373,0
food_1,disease_1193,0
food_1,disease_1201,0
food_1,disease_955,0
food_1,disease_870,0
food_1,disease_760,0
food_1,disease_263,0
food_1,disease_798,1
food_1,disease_1284,0
food_1,disease_515,0
food_1,disease_1324,0
food_1,disease_502,0
food_1,disease_512,1
food_1,disease_983,1
food_1,disease_741,0
food_1,disease_1084,1
food_1,disease_499,0
food_1,disease_1203,1
food_1,disease_1264,0
food_1,disease_1406,1
food_1,disease_557,0
food_1,disease_1433,0
food_1,disease_155,1
food_1,disease_1236,1
food_1,disease_128,1
food_1,disease_1058,1
food_1,disease_1015,0
food_1,disease_27,0
food_1,disease_208,0
food_1,disease_606,0
food_1,disease_305,1
food_1,disease_1026,0
food_1,disease_1021,0
food_1,disease_419,0
food_1,disease_11,0
food_1,disease_629,0
food_1,disease_727,1
food_1,disease_1191,0
food_1,disease_681,0
food_1,disease_1370,0
food_1,disease_1273,0
food_1,disease_290,1
food_1,disease_77,0
food_1,disease_182,1
food_1,disease_176,1
food_1,disease_1099,0
food_1,disease_78,0
food_1,disease_839,0
food_1,disease_201,0
food_1,disease_81,0
food_1,disease_841,0
food_1,disease_559,0
food_1,disease_861,0
food_1,disease_1078,0
food_1,disease_50,0
food_1,disease_998,0
food_100,disease_899,0
food_100,disease_671,0
food_100,disease_1078,0
food_100,disease_861,0
food_100,disease_559,0
food_100,disease_841,0
food_100,disease_81,0
food_100,disease_201,0
food_100,disease_839,0
food_100,disease_78,0
food_100,disease_1099,0
food_100,disease_176,1
food_100,disease_50,0
food_100,disease_182,0
food_100,disease_290,0
food_100,disease_1273,0
food_100,disease_1370,0
food_100,disease_681,0
food_100,disease_1191,0
food_100,disease_727,1
food_100,disease_629,0
food_100,disease_11,0
food_100,disease_419,0
food_100,disease_1026,0
food_100,disease_1021,0
food_100,disease_305,0
food_100,disease_208,0
food_100,disease_27,0
food_100,disease_1015,0
food_100,disease_1058,1
food_100,disease_128,1
food_100,disease_1236,0
food_100,disease_155,0
food_100,disease_1433,0
food_100,disease_557,0
food_100,disease_1406,1
food_100,disease_1264,0
food_100,disease_1203,1
food_100,disease_499,0
food_100,disease_1084,1
food_100,disease_741,0
food_100,disease_983,1
food_100,disease_512,1
food_100,disease_502,0
food_100,disease_1324,0
food_100,disease_515,0
food_100,disease_1284,0
food_100,disease_798,1
food_100,disease_606,0
food_100,disease_263,0
food_100,disease_77,0
food_100,disease_760,0
food_100,disease_1201,0
food_100,disease_1193,0
food_100,disease_1373,0
food_100,disease_600,0
food_100,disease_789,1
food_100,disease_388,0
food_100,disease_1190,0
food_100,disease_1009,0
food_100,disease_971,0
food_100,disease_1228,0
food_100,disease_955,0
food_100,disease_79,0
food_100,disease_314,0
food_100,disease_709,0
food_100,disease_271,0
food_100,disease_767,1
food_100,disease_790,0
food_100,disease_1077,1
food_100,disease_622,0
food_100,disease_125,0
food_100,disease_1071,0
food_100,disease_847,1
food_100,disease_967,0
food_100,disease_353,0
food_100,disease_1425,0
food_100,disease_920,0
food_100,disease_472,0
food_100,disease_341,0
food_100,disease_169,0
food_100,disease_60,0
food_100,disease_319,0
food_100,disease_573,0
food_100,disease_323,0
food_100,disease_30,0
food_100,disease_292,0
food_100,disease_1336,0
food_100,disease_173,0
food_100,disease_186,0
food_100,disease_399,0
food_100,disease_1143,0
food_100,disease_1364,0
food_100,disease_309,0
food_100,disease_327,0
food_100,disease_407,0
food_100,disease_725,1
food_100,disease_1005,0
food_100,disease_1206,0
food_100,disease_1118,0
food_100,disease_984,0
food_100,disease_976,0
food_100,disease_252,1
food_100,disease_434,1
food_100,disease_375,0
food_100,disease_962,0
food_100,disease_1167,0
food_100,disease_202,0
food_100,disease_794,0
food_100,disease_244,0
food_100,disease_1388,0
food_100,disease_774,0
food_100,disease_1391,0
food_100,disease_58,0
food_100,disease_889,0
food_100,disease_453,0
food_100,disease_1076,1
food_100,disease_647,0
food_100,disease_94,0
food_100,disease_857,0
food_100,disease_1166,0
food_100,disease_1025,0
food_100,disease_1442,0
food_100,disease_885,0
food_100,disease_520,1
food_100,disease_390,0
food_100,disease_536,1
food_100,disease_1393,0
food_100,disease_76,0
food_100,disease_1320,0
food_100,disease_948,0
food_100,disease_1375,0
food_100,disease_517,0
food_100,disease_854,0
food_100,disease_612,0
food_100,disease_400,0
food_100,disease_1119,0
food_100,disease_832,0
food_100,disease_1276,0
food_100,disease_890,0
food_100,disease_1389,0
food_100,disease_514,0
food_100,disease_260,0
food_100,disease_227,0
food_100,disease_1023,0
food_100,disease_598,0
food_100,disease_1160,0
food_100,disease_256,0
food_100,disease_1052,0
food_100,disease_1250,0
food_100,disease_652,0
food_100,disease_20,1
food_100,disease_1418,0
food_100,disease_1469,0
food_100,disease_836,0
food_100,disease_1412,0
food_100,disease_1341,1
food_100,disease_105,0
food_100,disease_31,0
food_100,disease_820,0
food_100,disease_566,0
food_100,disease_1045,0
food_100,disease_633,0
food_100,disease_1327,0
food_100,disease_1274,1
food_100,disease_1372,0
food_100,disease_1115,0
food_100,disease_912,0
food_100,disease_41,0
food_100,disease_1234,0
food_100,disease_886,1
food_100,disease_205,0
food_100,disease_253,0
food_100,disease_763,1
food_100,disease_165,1
food_100,disease_38,0
food_100,disease_1474,0
food_100,disease_129,0
food_100,disease_1428,0
food_100,disease_1271,0
food_100,disease_228,0
food_100,disease_190,1
food_100,disease_848,0
food_100,disease_1326,0
food_100,disease_1316,0
food_100,disease_80,0
food_100,disease_1280,0
food_100,disease_397,0
food_100,disease_1438,0
food_100,disease_134,0
food_100,disease_441,0
food_100,disease_415,0
food_100,disease_1195,0
food_100,disease_578,1
food_100,disease_1056,0
food_100,disease_1041,0
food_100,disease_363,0
food_100,disease_771,1
food_100,disease_1311,0
food_100,disease_248,0
food_100,disease_1073,0
food_100,disease_1090,0
food_100,disease_998,0
food_100,disease_289,1
food_100,disease_828,0
food_100,disease_1213,0
food_100,disease_556,0
food_100,disease_1397,0
food_100,disease_461,0
food_100,disease_534,0
food_100,disease_980,0
food_100,disease_1204,0
food_100,disease_1313,1
food_100,disease_1306,0
food_100,disease_184,0
food_100,disease_1385,0
food_100,disease_444,0
food_100,disease_448,0
food_100,disease_941,0
food_100,disease_657,0
food_100,disease_460,0
food_100,disease_823,1
food_100,disease_10,1
food_100,disease_1011,0
food_100,disease_1142,0
food_100,disease_846,1
food_100,disease_744,0
food_100,disease_1283,0
food_100,disease_478,0
food_100,disease_640,1
food_100,disease_1361,0
food_100,disease_312,0
food_100,disease_355,0
food_100,disease_83,0
food_100,disease_1049,0
food_100,disease_583,0
food_100,disease_1400,0
food_100,disease_1107,0
food_100,disease_1277,0
food_100,disease_393,0
food_100,disease_4,0
food_100,disease_716,0
food_100,disease_887,1
food_100,disease_429,0
food_100,disease_1421,0
food_100,disease_778,0
food_100,disease_1360,0
food_100,disease_480,0
food_100,disease_704,0
food_100,disease_1344,0
food_100,disease_1241,0
food_100,disease_586,0
food_100,disease_1478,0
food_100,disease_773,0
food_100,disease_924,0
food_100,disease_884,0
food_100,disease_757,0
food_100,disease_220,0
food_100,disease_1318,0
food_100,disease_237,1
food_100,disease_161,0
food_100,disease_347,0
food_100,disease_1149,0
food_100,disease_362,0
food_100,disease_1278,0
food_100,disease_648,0
food_100,disease_673,0
food_100,disease_860,0
food_100,disease_696,0
food_100,disease_352,0
food_100,disease_1113,0
food_100,disease_641,1
food_100,disease_549,0
food_100,disease_286,0
food_100,disease_346,0
food_100,disease_1351,0
food_100,disease_409,1
food_100,disease_12,0
food_100,disease_130,0
food_100,disease_818,0
food_100,disease_1212,0
food_100,disease_580,0
food_100,disease_1216,0
food_100,disease_343,0
food_100,disease_43,0
food_100,disease_742,0
food_100,disease_1294,0
food_100,disease_446,1
food_100,disease_876,0
food_100,disease_940,0
food_100,disease_122,0
food_100,disease_603,0
food_100,disease_963,0
food_100,disease_473,0
food_100,disease_428,1
food_100,disease_801,0
food_100,disease_1164,0
food_100,disease_510,0
food_100,disease_949,0
food_100,disease_552,0
food_100,disease_1173,1
food_100,disease_140,0
food_100,disease_901,0
food_100,disease_1380,0
food_100,disease_1196,0
food_100,disease_909,0
food_100,disease_1334,0
food_100,disease_1362,0
food_100,disease_1262,1
food_100,disease_408,1
food_100,disease_659,0
food_100,disease_1057,0
food_100,disease_1332,0
food_100,disease_1171,0
food_100,disease_172,0
food_100,disease_724,0
food_100,disease_1121,0
food_100,disease_1270,0
food_100,disease_449,0
food_100,disease_442,1
food_100,disease_194,0
food_100,disease_29,0
food_100,disease_685,0
food_100,disease_123,0
food_100,disease_303,0
food_100,disease_334,0
food_100,disease_903,0
food_100,disease_918,0
food_100,disease_1429,0
food_100,disease_1004,0
food_100,disease_558,0
food_100,disease_528,0
food_100,disease_1426,0
food_100,disease_65,0
food_100,disease_14,0
food_100,disease_1248,0
food_100,disease_476,0
food_100,disease_13,0
food_100,disease_440,0
food_100,disease_1047,0
food_100,disease_911,0
food_100,disease_551,0
food_100,disease_1000,0
food_100,disease_715,0
food_100,disease_610,1
food_100,disease_1165,0
food_100,disease_1109,0
food_100,disease_989,0
food_100,disease_1012,0
food_100,disease_1348,0
food_100,disease_937,1
food_100,disease_1,0
food_100,disease_1446,0
food_100,disease_624,0
food_100,disease_870,0
food_100,disease_391,0
food_100,disease_930,0
food_100,disease_214,0
food_100,disease_735,0
food_100,disease_317,0
food_100,disease_1062,0
food_100,disease_259,0
food_100,disease_1309,1
food_100,disease_691,0
food_100,disease_1330,0
food_100,disease_1211,1
food_100,disease_579,0
food_100,disease_217,0
food_100,disease_456,1
food_100,disease_1072,0
food_100,disease_495,0
food_100,disease_845,1
food_100,disease_816,0
food_100,disease_357,0
food_100,disease_548,0
food_100,disease_775,0
food_100,disease_956,0
food_100,disease_1382,0
food_100,disease_1028,0
food_100,disease_755,0
food_100,disease_1055,0
food_100,disease_961,1
food_100,disease_325,0
food_100,disease_504,0
food_100,disease_759,0
food_100,disease_294,0
food_100,disease_762,0
food_100,disease_1254,0
food_100,disease_508,0
food_100,disease_745,0
food_100,disease_593,0
food_100,disease_1297,0
food_100,disease_110,0
food_100,disease_1300,1
food_100,disease_999,0
food_100,disease_55,0
food_100,disease_1155,0
food_100,disease_891,1
food_100,disease_966,0
food_100,disease_368,0
food_100,disease_1460,0
food_100,disease_957,0
food_100,disease_1378,0
food_100,disease_805,0
food_100,disease_668,0
food_100,disease_643,0
food_100,disease_1450,0
food_101,disease_643,0
food_101,disease_81,0
food_101,disease_201,0
food_101,disease_839,0
food_101,disease_78,0
food_101,disease_1099,0
food_101,disease_176,0
food_101,disease_50,0
food_101,disease_182,0
food_101,disease_290,0
food_101,disease_1273,0
food_101,disease_1370,0
